x-coordinate,y-coordinate,Similarity_score
../data/my_df.csv,../data/haunted_places.tsv,0.9967462406842896
../data/my_df.csv,../data/haunted_places.json,0.9999657528440127
../data/haunted_places.tsv,../data/haunted_places.json,0.9967820605936443
